"raw_name"	"x_pos"	"y_pos"	"loc"
"loc_775"	19	83	"loc_775"
"loc_776"	13	109	"loc_776"
"loc_777"	35	71	"loc_777"
"loc_778"	48	104	"loc_778"
"loc_779"	21	29	"loc_779"
"loc_780"	60	76	"loc_780"
"loc_781"	56	112	"loc_781"
"loc_782"	38	120	"loc_782"
"loc_783"	36	66	"loc_783"
"loc_784"	19	79	"loc_784"
"loc_785"	27	61	"loc_785"
"loc_786"	64	18	"loc_786"
"loc_787"	9	93	"loc_787"
"loc_788"	4	88	"loc_788"
"loc_789"	61	31	"loc_789"
"loc_790"	45	91	"loc_790"
"loc_791"	64	24	"loc_791"
"loc_792"	69	13	"loc_792"
"loc_793"	45	85	"loc_793"
"loc_794"	32	112	"loc_794"
"loc_795"	66	64	"loc_795"
"loc_796"	46	22	"loc_796"
"loc_797"	23	57	"loc_797"
"loc_798"	47	71	"loc_798"
"loc_799"	5	59	"loc_799"
"loc_800"	15	29	"loc_800"
"loc_801"	34	14	"loc_801"
"loc_802"	65	47	"loc_802"
"loc_803"	43	59	"loc_803"
"loc_804"	22	66	"loc_804"
"loc_805"	23	79	"loc_805"
"loc_806"	14	66	"loc_806"
"loc_807"	11	87	"loc_807"
"loc_808"	50	108	"loc_808"
"loc_809"	48	118	"loc_809"
"loc_810"	40	30	"loc_810"
"loc_811"	18	44	"loc_811"
"loc_812"	22	100	"loc_812"
"loc_813"	25	105	"loc_813"
"loc_814"	19	49	"loc_814"
"loc_815"	37	71	"loc_815"
"loc_816"	18	78	"loc_816"
"loc_817"	33	115	"loc_817"
"loc_818"	7	61	"loc_818"
"loc_819"	66	12	"loc_819"
"loc_820"	21	53	"loc_820"
"loc_821"	59	37	"loc_821"
"loc_822"	58	100	"loc_822"
"loc_823"	56	68	"loc_823"
"loc_824"	20	98	"loc_824"
"loc_825"	1	87	"loc_825"
"loc_826"	27	25	"loc_826"
"loc_827"	46	60	"loc_827"
"loc_828"	61	89	"loc_828"
"loc_829"	26	24	"loc_829"
"loc_830"	15	107	"loc_830"
"loc_831"	23	39	"loc_831"
"loc_832"	36	26	"loc_832"
"loc_833"	42	110	"loc_833"
"loc_834"	11	51	"loc_834"
"loc_835"	6	86	"loc_835"
"loc_836"	9	87	"loc_836"
"loc_837"	31	49	"loc_837"
"loc_838"	20	114	"loc_838"
"loc_839"	8	72	"loc_839"
"loc_840"	12	22	"loc_840"
"loc_841"	33	99	"loc_841"
"loc_842"	67	25	"loc_842"
"loc_843"	64	84	"loc_843"
"loc_844"	51	99	"loc_844"
"loc_845"	35	43	"loc_845"
"loc_846"	54	102	"loc_846"
"loc_847"	12	52	"loc_847"
"loc_848"	35	103	"loc_848"
"loc_849"	15	85	"loc_849"
"loc_850"	11	109	"loc_850"
"loc_851"	53	123	"loc_851"
"loc_852"	14	52	"loc_852"
"loc_853"	30	38	"loc_853"
"loc_854"	31	111	"loc_854"
"loc_855"	14	78	"loc_855"
"loc_856"	55	35	"loc_856"
"loc_857"	53	31	"loc_857"
"loc_858"	40	84	"loc_858"
"loc_859"	19	71	"loc_859"
"loc_860"	47	47	"loc_860"
"loc_861"	30	40	"loc_861"
"loc_862"	4	78	"loc_862"
"loc_863"	12	84	"loc_863"
"loc_864"	11	75	"loc_864"
"loc_865"	45	111	"loc_865"
"loc_866"	56	30	"loc_866"
"loc_867"	46	124	"loc_867"
"loc_868"	44	24	"loc_868"
"loc_869"	45	53	"loc_869"
"loc_870"	22	116	"loc_870"
"loc_871"	13	67	"loc_871"
"loc_872"	1	93	"loc_872"
"loc_873"	61	115	"loc_873"
"loc_874"	61	103	"loc_874"
"loc_875"	20	50	"loc_875"
"loc_876"	18	38	"loc_876"
"loc_877"	55	113	"loc_877"
"loc_878"	15	79	"loc_878"
"loc_879"	4	86	"loc_879"
"loc_880"	18	46	"loc_880"
"loc_881"	59	55	"loc_881"
"loc_882"	9	41	"loc_882"
"loc_883"	46	74	"loc_883"
"loc_884"	45	89	"loc_884"
"loc_885"	32	38	"loc_885"
"loc_886"	18	66	"loc_886"
"loc_887"	54	72	"loc_887"
"loc_888"	40	68	"loc_888"
"loc_889"	34	110	"loc_889"
"loc_890"	6	54	"loc_890"
"loc_891"	40	94	"loc_891"
"loc_892"	26	74	"loc_892"
"loc_893"	44	120	"loc_893"
"loc_894"	5	105	"loc_894"
"loc_895"	54	40	"loc_895"
"loc_896"	8	18	"loc_896"
"loc_897"	12	88	"loc_897"
"loc_898"	14	24	"loc_898"
"loc_899"	54	82	"loc_899"
"loc_900"	9	91	"loc_900"
"loc_901"	28	86	"loc_901"
"loc_902"	6	56	"loc_902"
"loc_903"	37	115	"loc_903"
"loc_904"	29	65	"loc_904"
"loc_905"	37	63	"loc_905"
"loc_906"	14	112	"loc_906"
"loc_907"	67	15	"loc_907"
"loc_908"	42	50	"loc_908"
"loc_909"	55	103	"loc_909"
"loc_910"	47	115	"loc_910"
"loc_911"	25	27	"loc_911"
"loc_912"	33	89	"loc_912"
"loc_913"	5	89	"loc_913"
"loc_914"	64	20	"loc_914"
"loc_915"	31	59	"loc_915"
"loc_916"	20	60	"loc_916"
"loc_917"	57	97	"loc_917"
"loc_918"	62	60	"loc_918"
"loc_919"	60	112	"loc_919"
"loc_920"	54	114	"loc_920"
"loc_921"	1	29	"loc_921"
"loc_922"	47	73	"loc_922"
"loc_923"	60	38	"loc_923"
"loc_924"	57	75	"loc_924"
"loc_925"	38	64	"loc_925"
"loc_926"	18	90	"loc_926"
"loc_927"	44	108	"loc_927"
"loc_928"	60	22	"loc_928"
"loc_929"	11	61	"loc_929"
"loc_930"	35	105	"loc_930"
"loc_931"	20	86	"loc_931"
"loc_932"	53	39	"loc_932"
"loc_933"	56	80	"loc_933"
"loc_934"	50	16	"loc_934"
"loc_935"	8	40	"loc_935"
"loc_936"	10	84	"loc_936"
"loc_937"	27	59	"loc_937"
"loc_938"	9	67	"loc_938"
"loc_939"	16	104	"loc_939"
"loc_940"	7	93	"loc_940"
"loc_941"	66	16	"loc_941"
"loc_942"	52	104	"loc_942"
"loc_943"	53	37	"loc_943"
"loc_944"	47	29	"loc_944"
"loc_945"	17	25	"loc_945"
"loc_946"	20	72	"loc_946"
"loc_947"	18	70	"loc_947"
"loc_948"	24	84	"loc_948"
"loc_949"	43	103	"loc_949"
"loc_950"	33	29	"loc_950"
"loc_951"	1	99	"loc_951"
"loc_952"	0	50	"loc_952"
"loc_953"	24	72	"loc_953"
"loc_954"	31	43	"loc_954"
"loc_955"	42	98	"loc_955"
"loc_956"	15	103	"loc_956"
"loc_957"	62	116	"loc_957"
"loc_958"	49	37	"loc_958"
"loc_959"	7	95	"loc_959"
"loc_960"	37	81	"loc_960"
"loc_961"	55	91	"loc_961"
"loc_962"	35	51	"loc_962"
"loc_963"	59	107	"loc_963"
"loc_964"	5	75	"loc_964"
"loc_965"	39	57	"loc_965"
"loc_966"	11	71	"loc_966"
"loc_967"	56	36	"loc_967"
"loc_968"	15	87	"loc_968"
"loc_969"	48	74	"loc_969"
"loc_970"	69	47	"loc_970"
"loc_971"	59	101	"loc_971"
"loc_972"	65	51	"loc_972"
"loc_973"	19	43	"loc_973"
"loc_974"	34	48	"loc_974"
"loc_975"	21	31	"loc_975"
"loc_976"	14	14	"loc_976"
"loc_977"	53	85	"loc_977"
"loc_978"	55	111	"loc_978"
"loc_979"	50	124	"loc_979"
"loc_980"	53	51	"loc_980"
"loc_981"	31	99	"loc_981"
"loc_982"	50	50	"loc_982"
"loc_983"	51	57	"loc_983"
"loc_984"	26	70	"loc_984"
"loc_985"	54	48	"loc_985"
"loc_986"	9	69	"loc_986"
"loc_987"	26	46	"loc_987"
"loc_988"	67	19	"loc_988"
"loc_989"	22	108	"loc_989"
"loc_990"	55	17	"loc_990"
"loc_991"	28	78	"loc_991"
"loc_992"	50	100	"loc_992"
"loc_993"	62	74	"loc_993"
"loc_994"	3	63	"loc_994"
"loc_995"	11	85	"loc_995"
"loc_996"	23	77	"loc_996"
"loc_997"	63	123	"loc_997"
"loc_998"	15	95	"loc_998"
"loc_999"	53	43	"loc_999"
"loc_1000"	33	59	"loc_1000"
"loc_1001"	28	90	"loc_1001"
"loc_1002"	14	42	"loc_1002"
"loc_1003"	48	22	"loc_1003"
"loc_1004"	32	28	"loc_1004"
"loc_1005"	13	85	"loc_1005"
"loc_1006"	44	60	"loc_1006"
"loc_1007"	1	49	"loc_1007"
"loc_1008"	65	85	"loc_1008"
"loc_1009"	39	43	"loc_1009"
"loc_1010"	56	28	"loc_1010"
"loc_1011"	49	73	"loc_1011"
"loc_1012"	19	101	"loc_1012"
"loc_1013"	21	25	"loc_1013"
"loc_1014"	20	102	"loc_1014"
"loc_1015"	48	18	"loc_1015"
"loc_1016"	25	91	"loc_1016"
"loc_1017"	4	30	"loc_1017"
"loc_1018"	25	99	"loc_1018"
"loc_1019"	6	28	"loc_1019"
"loc_1020"	42	66	"loc_1020"
"loc_1021"	25	83	"loc_1021"
"loc_1022"	16	22	"loc_1022"
"loc_1023"	15	37	"loc_1023"
"loc_1024"	52	92	"loc_1024"
"loc_1025"	29	51	"loc_1025"
"loc_1026"	26	26	"loc_1026"
"loc_1027"	69	49	"loc_1027"
"loc_1028"	36	94	"loc_1028"
"loc_1029"	58	72	"loc_1029"
"loc_1030"	42	14	"loc_1030"
"loc_1031"	6	46	"loc_1031"
"loc_1032"	13	35	"loc_1032"
"loc_1033"	61	55	"loc_1033"
"loc_1034"	37	31	"loc_1034"
"loc_1035"	65	31	"loc_1035"
"loc_1036"	39	63	"loc_1036"
"loc_1037"	36	48	"loc_1037"
"loc_1038"	37	113	"loc_1038"
"loc_1039"	68	52	"loc_1039"
"loc_1040"	26	22	"loc_1040"
"loc_1041"	54	42	"loc_1041"
"loc_1042"	15	77	"loc_1042"
"loc_1043"	19	45	"loc_1043"
"loc_1044"	45	31	"loc_1044"
"loc_1045"	18	102	"loc_1045"
"loc_1046"	43	55	"loc_1046"
"loc_1047"	48	24	"loc_1047"
"loc_1048"	9	79	"loc_1048"
"loc_1049"	11	69	"loc_1049"
"loc_1050"	52	94	"loc_1050"
"loc_1051"	66	18	"loc_1051"
"loc_1052"	15	15	"loc_1052"
"loc_1053"	54	92	"loc_1053"
"loc_1054"	14	44	"loc_1054"
"loc_1055"	42	58	"loc_1055"
"loc_1056"	45	121	"loc_1056"
"loc_1057"	18	100	"loc_1057"
"loc_1058"	37	99	"loc_1058"
"loc_1059"	11	43	"loc_1059"
"loc_1060"	5	69	"loc_1060"
"loc_1061"	40	106	"loc_1061"
"loc_1062"	59	79	"loc_1062"
"loc_1063"	66	116	"loc_1063"
"loc_1064"	21	69	"loc_1064"
"loc_1065"	45	103	"loc_1065"
"loc_1066"	3	91	"loc_1066"
"loc_1067"	6	70	"loc_1067"
"loc_1068"	43	21	"loc_1068"
"loc_1069"	26	98	"loc_1069"
"loc_1070"	15	63	"loc_1070"
"loc_1071"	12	60	"loc_1071"
"loc_1072"	6	104	"loc_1072"
"loc_1073"	55	101	"loc_1073"
"loc_1074"	17	57	"loc_1074"
"loc_1075"	56	82	"loc_1075"
"loc_1076"	21	85	"loc_1076"
"loc_1077"	45	73	"loc_1077"
"loc_1078"	26	66	"loc_1078"
"loc_1079"	54	90	"loc_1079"
"loc_1080"	15	111	"loc_1080"
"loc_1081"	49	85	"loc_1081"
"loc_1082"	27	117	"loc_1082"
"loc_1083"	19	65	"loc_1083"
"loc_1084"	67	31	"loc_1084"
"loc_1085"	26	52	"loc_1085"
"loc_1086"	5	67	"loc_1086"
"loc_1087"	5	21	"loc_1087"
"loc_1088"	32	118	"loc_1088"
"loc_1089"	1	83	"loc_1089"
"loc_1090"	25	115	"loc_1090"
"loc_1091"	25	85	"loc_1091"
"loc_1092"	5	77	"loc_1092"
"loc_1093"	16	26	"loc_1093"
"loc_1094"	50	48	"loc_1094"
"loc_1095"	22	48	"loc_1095"
"loc_1096"	3	37	"loc_1096"
"loc_1097"	51	113	"loc_1097"
"loc_1098"	72	22	"loc_1098"
"loc_1099"	67	41	"loc_1099"
"loc_1100"	31	37	"loc_1100"
"loc_1101"	10	100	"loc_1101"
"loc_1102"	47	123	"loc_1102"
"loc_1103"	52	52	"loc_1103"
"loc_1104"	20	62	"loc_1104"
"loc_1105"	33	71	"loc_1105"
"loc_1106"	14	48	"loc_1106"
"loc_1107"	34	42	"loc_1107"
"loc_1108"	14	84	"loc_1108"
"loc_1109"	37	49	"loc_1109"
"loc_1110"	19	93	"loc_1110"
"loc_1111"	20	46	"loc_1111"
"loc_1112"	29	85	"loc_1112"
"loc_1113"	39	49	"loc_1113"
"loc_1114"	8	28	"loc_1114"
"loc_1115"	48	92	"loc_1115"
"loc_1116"	52	118	"loc_1116"
"loc_1117"	52	40	"loc_1117"
"loc_1118"	37	75	"loc_1118"
"loc_1119"	41	109	"loc_1119"
"loc_1120"	17	75	"loc_1120"
"loc_1121"	47	27	"loc_1121"
"loc_1122"	35	107	"loc_1122"
"loc_1123"	30	116	"loc_1123"
"loc_1124"	39	21	"loc_1124"
"loc_1125"	58	106	"loc_1125"
"loc_1126"	52	36	"loc_1126"
"loc_1127"	23	21	"loc_1127"
"loc_1128"	28	84	"loc_1128"
"loc_1129"	37	65	"loc_1129"
"loc_1130"	9	35	"loc_1130"
"loc_1131"	63	65	"loc_1131"
"loc_1132"	37	21	"loc_1132"
"loc_1133"	29	17	"loc_1133"
"loc_1134"	56	122	"loc_1134"
"loc_1135"	27	53	"loc_1135"
"loc_1136"	27	91	"loc_1136"
"loc_1137"	24	86	"loc_1137"
"loc_1138"	59	59	"loc_1138"
"loc_1139"	14	76	"loc_1139"
"loc_1140"	30	102	"loc_1140"
"loc_1141"	18	62	"loc_1141"
"loc_1142"	15	17	"loc_1142"
"loc_1143"	53	103	"loc_1143"
"loc_1144"	14	38	"loc_1144"
"loc_1145"	50	62	"loc_1145"
"loc_1146"	38	98	"loc_1146"
"loc_1147"	7	41	"loc_1147"
"loc_1148"	56	98	"loc_1148"
"loc_1149"	35	53	"loc_1149"
"loc_1150"	21	43	"loc_1150"
"loc_1151"	32	22	"loc_1151"
"loc_1152"	68	28	"loc_1152"
"loc_1153"	32	42	"loc_1153"
"loc_1154"	33	39	"loc_1154"
"loc_1155"	55	71	"loc_1155"
"loc_1156"	34	88	"loc_1156"
"loc_1157"	43	35	"loc_1157"
"loc_1158"	8	66	"loc_1158"
"loc_1159"	2	88	"loc_1159"
"loc_1160"	60	40	"loc_1160"
"loc_1161"	39	33	"loc_1161"
"loc_1162"	21	105	"loc_1162"
"loc_1163"	53	111	"loc_1163"
"loc_1164"	52	12	"loc_1164"
"loc_1165"	42	82	"loc_1165"
"loc_1166"	65	117	"loc_1166"
"loc_1167"	20	74	"loc_1167"
"loc_1168"	48	108	"loc_1168"
"loc_1169"	49	67	"loc_1169"
"loc_1170"	11	79	"loc_1170"
"loc_1171"	19	41	"loc_1171"
"loc_1172"	19	23	"loc_1172"
"loc_1173"	0	82	"loc_1173"
"loc_1174"	2	40	"loc_1174"
"loc_1175"	65	57	"loc_1175"
"loc_1176"	25	21	"loc_1176"
"loc_1177"	53	17	"loc_1177"
"loc_1178"	40	28	"loc_1178"
"loc_1179"	57	39	"loc_1179"
"loc_1180"	23	51	"loc_1180"
"loc_1181"	52	106	"loc_1181"
"loc_1182"	60	24	"loc_1182"
"loc_1183"	16	44	"loc_1183"
"loc_1184"	50	106	"loc_1184"
"loc_1185"	31	39	"loc_1185"
"loc_1186"	14	16	"loc_1186"
"loc_1187"	41	19	"loc_1187"
"loc_1188"	34	24	"loc_1188"
"loc_1189"	6	72	"loc_1189"
"loc_1190"	2	36	"loc_1190"
"loc_1191"	63	109	"loc_1191"
"loc_1192"	50	56	"loc_1192"
"loc_1193"	17	27	"loc_1193"
"loc_1194"	44	18	"loc_1194"
"loc_1195"	49	71	"loc_1195"
"loc_1196"	22	22	"loc_1196"
"loc_1197"	33	21	"loc_1197"
"loc_1198"	57	111	"loc_1198"
"loc_1199"	54	26	"loc_1199"
"loc_1200"	13	97	"loc_1200"
"loc_1201"	4	76	"loc_1201"
"loc_1202"	46	112	"loc_1202"
"loc_1203"	18	112	"loc_1203"
"loc_1204"	6	62	"loc_1204"
"loc_1205"	37	101	"loc_1205"
"loc_1206"	38	20	"loc_1206"
"loc_1207"	2	98	"loc_1207"
"loc_1208"	36	76	"loc_1208"
"loc_1209"	45	123	"loc_1209"
"loc_1210"	28	26	"loc_1210"
"loc_1211"	56	66	"loc_1211"
"loc_1212"	4	66	"loc_1212"
"loc_1213"	54	12	"loc_1213"
"loc_1214"	13	55	"loc_1214"
"loc_1215"	45	119	"loc_1215"
"loc_1216"	15	97	"loc_1216"
"loc_1217"	51	45	"loc_1217"
"loc_1218"	32	26	"loc_1218"
"loc_1219"	30	22	"loc_1219"
"loc_1220"	45	63	"loc_1220"
"loc_1221"	63	99	"loc_1221"
"loc_1222"	6	74	"loc_1222"
"loc_1223"	47	35	"loc_1223"
"loc_1224"	2	38	"loc_1224"
"loc_1225"	27	113	"loc_1225"
"loc_1226"	24	32	"loc_1226"
"loc_1227"	58	56	"loc_1227"
"loc_1228"	35	111	"loc_1228"
"loc_1229"	14	56	"loc_1229"
"loc_1230"	16	52	"loc_1230"
"loc_1231"	32	76	"loc_1231"
"loc_1232"	36	86	"loc_1232"
"loc_1233"	38	32	"loc_1233"
"loc_1234"	38	114	"loc_1234"
"loc_1235"	56	42	"loc_1235"
"loc_1236"	33	77	"loc_1236"
"loc_1237"	12	34	"loc_1237"
"loc_1238"	60	96	"loc_1238"
"loc_1239"	60	104	"loc_1239"
"loc_1240"	53	27	"loc_1240"
"loc_1241"	17	111	"loc_1241"
"loc_1242"	68	14	"loc_1242"
"loc_1243"	36	120	"loc_1243"
"loc_1244"	12	48	"loc_1244"
"loc_1245"	24	106	"loc_1245"
"loc_1246"	48	36	"loc_1246"
"loc_1247"	20	88	"loc_1247"
"loc_1248"	40	22	"loc_1248"
"loc_1249"	14	82	"loc_1249"
"loc_1250"	42	68	"loc_1250"
"loc_1251"	52	114	"loc_1251"
"loc_1252"	49	89	"loc_1252"
"loc_1253"	21	93	"loc_1253"
"loc_1254"	9	105	"loc_1254"
"loc_1255"	51	33	"loc_1255"
"loc_1256"	3	93	"loc_1256"
"loc_1257"	16	32	"loc_1257"
"loc_1258"	27	49	"loc_1258"
"loc_1259"	36	88	"loc_1259"
"loc_1260"	12	72	"loc_1260"
"loc_1261"	55	81	"loc_1261"
"loc_1262"	55	45	"loc_1262"
"loc_1263"	62	52	"loc_1263"
"loc_1264"	19	77	"loc_1264"
"loc_1265"	37	111	"loc_1265"
"loc_1266"	62	24	"loc_1266"
"loc_1267"	29	69	"loc_1267"
"loc_1268"	68	68	"loc_1268"
"loc_1269"	62	92	"loc_1269"
"loc_1270"	17	35	"loc_1270"
"loc_1271"	28	102	"loc_1271"
"loc_1272"	27	97	"loc_1272"
"loc_1273"	10	30	"loc_1273"
"loc_1274"	9	63	"loc_1274"
"loc_1275"	33	33	"loc_1275"
"loc_1276"	67	13	"loc_1276"
"loc_1277"	62	96	"loc_1277"
"loc_1278"	15	71	"loc_1278"
"loc_1279"	3	73	"loc_1279"
"loc_1280"	18	74	"loc_1280"
"loc_1281"	21	95	"loc_1281"
"loc_1282"	57	59	"loc_1282"
"loc_1283"	41	85	"loc_1283"
"loc_1284"	23	73	"loc_1284"
"loc_1285"	67	27	"loc_1285"
"loc_1286"	52	26	"loc_1286"
"loc_1287"	34	36	"loc_1287"
"loc_1288"	15	75	"loc_1288"
"loc_1289"	53	61	"loc_1289"
"loc_1290"	37	85	"loc_1290"
"loc_1291"	23	71	"loc_1291"
"loc_1292"	45	61	"loc_1292"
"loc_1293"	3	87	"loc_1293"
"loc_1294"	8	20	"loc_1294"
"loc_1295"	32	14	"loc_1295"
"loc_1296"	26	50	"loc_1296"
"loc_1297"	39	113	"loc_1297"
"loc_1298"	29	43	"loc_1298"
"loc_1299"	59	69	"loc_1299"
"loc_1300"	37	41	"loc_1300"
"loc_1301"	40	24	"loc_1301"
"loc_1302"	29	67	"loc_1302"
"loc_1303"	36	114	"loc_1303"
"loc_1304"	36	62	"loc_1304"
"loc_1305"	3	99	"loc_1305"
"loc_1306"	58	94	"loc_1306"
"loc_1307"	61	47	"loc_1307"
"loc_1308"	43	15	"loc_1308"
"loc_1309"	19	73	"loc_1309"
"loc_1310"	58	50	"loc_1310"
"loc_1311"	25	95	"loc_1311"
"loc_1312"	11	77	"loc_1312"
"loc_1313"	41	33	"loc_1313"
"loc_1314"	50	96	"loc_1314"
"loc_1315"	49	49	"loc_1315"
"loc_1316"	14	70	"loc_1316"
"loc_1317"	47	15	"loc_1317"
"loc_1318"	0	48	"loc_1318"
"loc_1319"	19	105	"loc_1319"
"loc_1320"	66	14	"loc_1320"
"loc_1321"	33	35	"loc_1321"
"loc_1322"	62	22	"loc_1322"
"loc_1323"	62	20	"loc_1323"
"loc_1324"	63	57	"loc_1324"
"loc_1325"	2	94	"loc_1325"
"loc_1326"	43	95	"loc_1326"
"loc_1327"	46	94	"loc_1327"
"loc_1328"	36	42	"loc_1328"
"loc_1329"	8	64	"loc_1329"
"loc_1330"	48	12	"loc_1330"
"loc_1331"	23	89	"loc_1331"
"loc_1332"	33	109	"loc_1332"
"loc_1333"	43	61	"loc_1333"
"loc_1334"	29	73	"loc_1334"
"loc_1335"	64	88	"loc_1335"
"loc_1336"	56	104	"loc_1336"
"loc_1337"	2	32	"loc_1337"
"loc_1338"	42	116	"loc_1338"
"loc_1339"	23	25	"loc_1339"
"loc_1340"	12	46	"loc_1340"
"loc_1341"	17	67	"loc_1341"
"loc_1342"	14	22	"loc_1342"
"loc_1343"	29	71	"loc_1343"
"loc_1344"	38	78	"loc_1344"
"loc_1345"	64	60	"loc_1345"
"loc_1346"	45	35	"loc_1346"
"loc_1347"	55	29	"loc_1347"
"loc_1348"	10	38	"loc_1348"
"loc_1349"	27	85	"loc_1349"
"loc_1350"	37	93	"loc_1350"
"loc_1351"	43	117	"loc_1351"
"loc_1352"	40	48	"loc_1352"
"loc_1353"	66	10	"loc_1353"
"loc_1354"	7	35	"loc_1354"
"loc_1355"	38	50	"loc_1355"
"loc_1356"	66	40	"loc_1356"
"loc_1357"	46	24	"loc_1357"
"loc_1358"	22	96	"loc_1358"
"loc_1359"	58	12	"loc_1359"
"loc_1360"	56	62	"loc_1360"
"loc_1361"	57	73	"loc_1361"
"loc_1362"	27	37	"loc_1362"
"loc_1363"	23	33	"loc_1363"
"loc_1364"	28	44	"loc_1364"
"loc_1365"	26	28	"loc_1365"
"loc_1366"	39	87	"loc_1366"
"loc_1367"	39	99	"loc_1367"
"loc_1368"	8	58	"loc_1368"
"loc_1369"	25	113	"loc_1369"
"loc_1370"	52	102	"loc_1370"
"loc_1371"	9	85	"loc_1371"
"loc_1372"	28	116	"loc_1372"
"loc_1373"	40	66	"loc_1373"
"loc_1374"	27	57	"loc_1374"
"loc_1375"	39	17	"loc_1375"
"loc_1376"	6	18	"loc_1376"
"loc_1377"	24	80	"loc_1377"
"loc_1378"	59	51	"loc_1378"
"loc_1379"	65	89	"loc_1379"
"loc_1380"	18	80	"loc_1380"
"loc_1381"	67	11	"loc_1381"
"loc_1382"	0	98	"loc_1382"
"loc_1383"	24	20	"loc_1383"
"loc_1384"	39	83	"loc_1384"
"loc_1385"	58	104	"loc_1385"
"loc_1386"	43	73	"loc_1386"
"loc_1387"	41	27	"loc_1387"
"loc_1388"	45	117	"loc_1388"
"loc_1389"	64	96	"loc_1389"
"loc_1390"	59	81	"loc_1390"
"loc_1391"	16	108	"loc_1391"
"loc_1392"	52	20	"loc_1392"
"loc_1393"	56	24	"loc_1393"
"loc_1394"	5	29	"loc_1394"
"loc_1395"	50	54	"loc_1395"
"loc_1396"	21	75	"loc_1396"
"loc_1397"	43	97	"loc_1397"
"loc_1398"	28	80	"loc_1398"
"loc_1399"	30	118	"loc_1399"
"loc_1400"	62	118	"loc_1400"
"loc_1401"	18	106	"loc_1401"
"loc_1402"	2	64	"loc_1402"
"loc_1403"	1	27	"loc_1403"
"loc_1404"	27	51	"loc_1404"
"loc_1405"	2	42	"loc_1405"
"loc_1406"	38	48	"loc_1406"
"loc_1407"	39	101	"loc_1407"
"loc_1408"	14	36	"loc_1408"
"loc_1409"	19	31	"loc_1409"
"loc_1410"	38	60	"loc_1410"
"loc_1411"	21	45	"loc_1411"
"loc_1412"	33	37	"loc_1412"
"loc_1413"	4	40	"loc_1413"
"loc_1414"	48	98	"loc_1414"
"loc_1415"	25	47	"loc_1415"
"loc_1416"	59	43	"loc_1416"
"loc_1417"	66	52	"loc_1417"
"loc_1418"	42	30	"loc_1418"
"loc_1419"	18	42	"loc_1419"
"loc_1420"	63	117	"loc_1420"
"loc_1421"	14	50	"loc_1421"
"loc_1422"	31	85	"loc_1422"
"loc_1423"	58	48	"loc_1423"
"loc_1424"	4	82	"loc_1424"
"loc_1425"	47	45	"loc_1425"
"loc_1426"	54	60	"loc_1426"
"loc_1427"	39	67	"loc_1427"
"loc_1428"	10	86	"loc_1428"
"loc_1429"	30	34	"loc_1429"
"loc_1430"	19	17	"loc_1430"
"loc_1431"	60	80	"loc_1431"
"loc_1432"	70	22	"loc_1432"
"loc_1433"	52	66	"loc_1433"
"loc_1434"	54	108	"loc_1434"
"loc_1435"	11	89	"loc_1435"
"loc_1436"	12	28	"loc_1436"
"loc_1437"	32	94	"loc_1437"
"loc_1438"	35	59	"loc_1438"
"loc_1439"	67	49	"loc_1439"
"loc_1440"	28	112	"loc_1440"
"loc_1441"	43	105	"loc_1441"
"loc_1442"	59	93	"loc_1442"
"loc_1443"	46	110	"loc_1443"
"loc_1444"	8	86	"loc_1444"
"loc_1445"	4	68	"loc_1445"
"loc_1446"	8	56	"loc_1446"
"loc_1447"	47	105	"loc_1447"
"loc_1448"	45	65	"loc_1448"
"loc_1449"	49	91	"loc_1449"
"loc_1450"	23	59	"loc_1450"
"loc_1451"	32	56	"loc_1451"
"loc_1452"	14	18	"loc_1452"
"loc_1453"	41	55	"loc_1453"
"loc_1454"	32	86	"loc_1454"
"loc_1455"	56	114	"loc_1455"
"loc_1456"	43	83	"loc_1456"
"loc_1457"	22	92	"loc_1457"
"loc_1458"	11	99	"loc_1458"
"loc_1459"	26	80	"loc_1459"
"loc_1460"	63	51	"loc_1460"
"loc_1461"	18	82	"loc_1461"
"loc_1462"	35	23	"loc_1462"
"loc_1463"	42	36	"loc_1463"
"loc_1464"	49	39	"loc_1464"
"loc_1465"	15	99	"loc_1465"
"loc_1466"	17	31	"loc_1466"
"loc_1467"	30	98	"loc_1467"
"loc_1468"	24	98	"loc_1468"
"loc_1469"	39	25	"loc_1469"
"loc_1470"	66	30	"loc_1470"
"loc_1471"	8	100	"loc_1471"
"loc_1472"	10	104	"loc_1472"
"loc_1473"	68	50	"loc_1473"
"loc_1474"	10	12	"loc_1474"
"loc_1475"	22	68	"loc_1475"
"loc_1476"	13	71	"loc_1476"
"loc_1477"	7	53	"loc_1477"
"loc_1478"	32	54	"loc_1478"
"loc_1479"	30	14	"loc_1479"
"loc_1480"	47	51	"loc_1480"
"loc_1481"	11	49	"loc_1481"
"loc_1482"	20	20	"loc_1482"
"loc_1483"	65	77	"loc_1483"
"loc_1484"	63	25	"loc_1484"
"loc_1485"	34	96	"loc_1485"
"loc_1486"	54	22	"loc_1486"
"loc_1487"	56	76	"loc_1487"
"loc_1488"	16	62	"loc_1488"
"loc_1489"	40	56	"loc_1489"
"loc_1490"	15	83	"loc_1490"
"loc_1491"	63	55	"loc_1491"
"loc_1492"	40	74	"loc_1492"
"loc_1493"	39	31	"loc_1493"
"loc_1494"	43	77	"loc_1494"
"loc_1495"	9	19	"loc_1495"
